90,NaN,NaN,0.05,30,30,2,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,
90,943.0,20000.0,0.05,30,30,2,1,0.14435200033252027,0.00945440523972379,0.005659563566257135,0.010667977009926402,0.007449679434323095,0.005325770471515431,0.003931309691862143,0.0061415698581223435,0.005186775918540398,0.0022144981535579217,0.005700935377761391,0.003512689115403635,0.002756213990140968,0.003338059859819924,0.004385649932506032,
90,943.0,20000.0,0.05,30,30,2,2,0.14435200033252027,0.00945440523972379,0.005659563566257135,0.010667977009926402,0.007449679434323095,0.005325770471515431,0.003931309691862143,0.0061415698581223435,0.005186775918540398,0.0022144981535579217,0.005700935377761391,0.003512689115403635,0.002756213990140968,0.003338059859819924,0.004385649932506032,
90,0.0,0.0,0.05,30,30,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,0.0,0.0,0.05,30,30,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
